character,words,gender,age,title,year,dominant_gender,actor_nom,actress_nom,actor_win,actress_win,actor_noms,actress_noms,actor_wins,actress_wins,df_type
decius brutus,231,m,48.0,julius caesar,1953,m,True,False,False,False,1,0,0,0,Acting
julius caesar,1119,m,58.0,julius caesar,1953,m,True,False,False,False,1,0,0,0,Acting
lucilius,114,m,56.0,julius caesar,1953,m,True,False,False,False,1,0,0,0,Acting
mark antony,2185,m,29.0,julius caesar,1953,m,True,False,False,False,1,0,0,0,Acting
marullus,178,m,54.0,julius caesar,1953,m,True,False,False,False,1,0,0,0,Acting
octavius caesar,224,m,32.0,julius caesar,1953,m,True,False,False,False,1,0,0,0,Acting
portia,450,f,32.0,julius caesar,1953,m,True,False,False,False,1,0,0,0,Acting
servant to anto,169,m,31.0,julius caesar,1953,m,True,False,False,False,1,0,0,0,Acting
aunt kissy,290,f,48.0,private benjamin,1980,f,False,True,False,False,0,2,0,0,Acting
Aunt Kissy,105,f,62.0,private benjamin,1980,f,False,True,False,False,0,2,0,0,Acting
Brig. Gen. Fole,113,m,48.0,private benjamin,1980,f,False,True,False,False,0,2,0,0,Acting
Capt. Doreen Le,1221,f,48.0,private benjamin,1980,f,False,True,False,False,0,2,0,0,Acting
Col. Clay Thorn,835,m,56.0,private benjamin,1980,f,False,True,False,False,0,2,0,0,Acting
harriet benjami,212,f,49.0,private benjamin,1980,f,False,True,False,False,0,2,0,0,Acting
henri alan trem,1150,m,31.0,private benjamin,1980,f,False,True,False,False,0,2,0,0,Acting
judy benjamin,5949,f,35.0,private benjamin,1980,f,False,True,False,False,0,2,0,0,Acting
pvt. gianelli,233,f,30.0,private benjamin,1980,f,False,True,False,False,0,2,0,0,Acting
pvt. gloria moe,302,f,27.0,private benjamin,1980,f,False,True,False,False,0,2,0,0,Acting
pvt. mary lou g,292,f,33.0,private benjamin,1980,f,False,True,False,False,0,2,0,0,Acting
pvt. wanda wint,151,f,30.0,private benjamin,1980,f,False,True,False,False,0,2,0,0,Acting
rabbi,145,m,50.0,private benjamin,1980,f,False,True,False,False,0,2,0,0,Acting
Sgt. L.C. Ross,476,m,42.0,private benjamin,1980,f,False,True,False,False,0,2,0,0,Acting
teddy benjamin,745,m,61.0,private benjamin,1980,f,False,True,False,False,0,2,0,0,Acting
yale goodman,297,m,33.0,private benjamin,1980,f,False,True,False,False,0,2,0,0,Acting
barbossa,1780,m,52.0,pirates of the caribbean the curse of the black pearl,2003,f,True,False,False,False,1,0,0,0,Acting
elizabeth swann,1273,f,18.0,pirates of the caribbean the curse of the black pearl,2003,f,True,False,False,False,1,0,0,0,Acting
jack sparrow,3248,m,40.0,pirates of the caribbean the curse of the black pearl,2003,f,True,False,False,False,1,0,0,0,Acting
joshamee gibbs,585,m,47.0,pirates of the caribbean the curse of the black pearl,2003,f,True,False,False,False,1,0,0,0,Acting
lt. gillette,143,m,26.0,pirates of the caribbean the curse of the black pearl,2003,f,True,False,False,False,1,0,0,0,Acting
norrington,985,m,30.0,pirates of the caribbean the curse of the black pearl,2003,f,True,False,False,False,1,0,0,0,Acting
pintel,521,m,41.0,pirates of the caribbean the curse of the black pearl,2003,f,True,False,False,False,1,0,0,0,Acting
will turner,845,m,26.0,pirates of the caribbean the curse of the black pearl,2003,f,True,False,False,False,1,0,0,0,Acting
april,155,f,26.0,tootsie,1982,f,True,True,False,True,1,2,0,1,Acting
jeff,330,m,32.0,tootsie,1982,f,True,True,False,True,1,2,0,1,Acting
john van horn,121,m,65.0,tootsie,1982,f,True,True,False,True,1,2,0,1,Acting
julie,638,f,33.0,tootsie,1982,f,True,True,False,True,1,2,0,1,Acting
les,497,m,59.0,tootsie,1982,f,True,True,False,True,1,2,0,1,Acting
rita,319,f,56.0,tootsie,1982,f,True,True,False,True,1,2,0,1,Acting
ron,304,m,50.0,tootsie,1982,f,True,True,False,True,1,2,0,1,Acting
sandy,492,f,35.0,tootsie,1982,f,True,True,False,True,1,2,0,1,Acting
col. james m. m,502,m,44.0,glory,1989,m,True,False,True,False,1,0,1,0,Acting
col. robert gou,3313,m,27.0,glory,1989,m,True,False,True,False,1,0,1,0,Acting
cpl. thomas sea,464,m,27.0,glory,1989,m,True,False,True,False,1,0,1,0,Acting
frederick dougl,249,m,59.0,glory,1989,m,True,False,True,False,1,0,1,0,Acting
gen. charles ga,142,m,44.0,glory,1989,m,True,False,True,False,1,0,1,0,Acting
hospital stewar,116,m,34.0,glory,1989,m,True,False,True,False,1,0,1,0,Acting
maj. cabot forb,730,m,27.0,glory,1989,m,True,False,True,False,1,0,1,0,Acting
pvt. jupiter sh,258,m,33.0,glory,1989,m,True,False,True,False,1,0,1,0,Acting
pvt. trip,720,m,35.0,glory,1989,m,True,False,True,False,1,0,1,0,Acting
quartermaster,117,m,41.0,glory,1989,m,True,False,True,False,1,0,1,0,Acting
sarah blake stu,423,f,50.0,glory,1989,m,True,False,True,False,1,0,1,0,Acting
sgt. maj. john ,822,m,52.0,glory,1989,m,True,False,True,False,1,0,1,0,Acting
sgt. maj. mulca,150,m,37.0,glory,1989,m,True,False,True,False,1,0,1,0,Acting
augie,217,m,56.0,blue jasmine,2013,f,False,True,False,True,0,2,0,1,Acting
chili,169,m,43.0,blue jasmine,2013,f,False,True,False,True,0,2,0,1,Acting
dwight,347,m,42.0,blue jasmine,2013,f,False,True,False,True,0,2,0,1,Acting
ginger,503,f,37.0,blue jasmine,2013,f,False,True,False,True,0,2,0,1,Acting
hal,151,m,55.0,blue jasmine,2013,f,False,True,False,True,0,2,0,1,Acting
jasmine,2133,f,44.0,blue jasmine,2013,f,False,True,False,True,0,2,0,1,Acting
al d'andrea,785,m,32.0,in the line of fire,1993,m,True,False,False,False,1,0,0,0,Acting
bill watts,325,m,37.0,in the line of fire,1993,m,True,False,False,False,1,0,0,0,Acting
booth's landlad,1294,f,64.0,in the line of fire,1993,m,True,False,False,False,1,0,0,0,Acting
cia agent david,207,m,48.0,in the line of fire,1993,m,True,False,False,False,1,0,0,0,Acting
frank horrigan,4081,m,63.0,in the line of fire,1993,m,True,False,False,False,1,0,0,0,Acting
harry sargent,186,m,51.0,in the line of fire,1993,m,True,False,False,False,1,0,0,0,Acting
lilly raines,772,f,39.0,in the line of fire,1993,m,True,False,False,False,1,0,0,0,Acting
sam campagna,349,m,53.0,in the line of fire,1993,m,True,False,False,False,1,0,0,0,Acting
sanford riggs,148,m,54.0,in the line of fire,1993,m,True,False,False,False,1,0,0,0,Acting
aaron,1040,m,27.0,primal fear,1996,f,True,False,False,False,1,0,0,0,Acting
abel stenner,126,m,50.0,primal fear,1996,f,True,False,False,False,1,0,0,0,Acting
alex,132,m,26.0,primal fear,1996,f,True,False,False,False,1,0,0,0,Acting
bud yancy,170,m,44.0,primal fear,1996,f,True,False,False,False,1,0,0,0,Acting
jack connerman,102,m,32.0,primal fear,1996,f,True,False,False,False,1,0,0,0,Acting
janet venable,2222,f,32.0,primal fear,1996,f,True,False,False,False,1,0,0,0,Acting
joey pinero,288,m,40.0,primal fear,1996,f,True,False,False,False,1,0,0,0,Acting
martin vail,6106,m,47.0,primal fear,1996,f,True,False,False,False,1,0,0,0,Acting
martinez,163,m,44.0,primal fear,1996,f,True,False,False,False,1,0,0,0,Acting
molly,471,f,39.0,primal fear,1996,f,True,False,False,False,1,0,0,0,Acting
naomi chance,186,f,31.0,primal fear,1996,f,True,False,False,False,1,0,0,0,Acting
shaughnessy,918,m,56.0,primal fear,1996,f,True,False,False,False,1,0,0,0,Acting
shoat,746,f,44.0,primal fear,1996,f,True,False,False,False,1,0,0,0,Acting
tommy goodman,465,m,34.0,primal fear,1996,f,True,False,False,False,1,0,0,0,Acting
alex vogel,378,m,40.0,the martian,2015,f,True,False,False,False,1,0,0,0,Acting
annie montrose,542,f,42.0,the martian,2015,f,True,False,False,False,1,0,0,0,Acting
beth johanssen,671,f,32.0,the martian,2015,f,True,False,False,False,1,0,0,0,Acting
bruce ng,622,m,45.0,the martian,2015,f,True,False,False,False,1,0,0,0,Acting
chris beck,487,m,33.0,the martian,2015,f,True,False,False,False,1,0,0,0,Acting
guo ming,154,m,78.0,the martian,2015,f,True,False,False,False,1,0,0,0,Acting
mark watney,2068,m,45.0,the martian,2015,f,True,False,False,False,1,0,0,0,Acting
melissa lewis,1471,f,38.0,the martian,2015,f,True,False,False,False,1,0,0,0,Acting
mike watkins,158,m,41.0,the martian,2015,f,True,False,False,False,1,0,0,0,Acting
mindy park,180,f,28.0,the martian,2015,f,True,False,False,False,1,0,0,0,Acting
mitch henderson,332,m,56.0,the martian,2015,f,True,False,False,False,1,0,0,0,Acting
rich purnell,240,m,32.0,the martian,2015,f,True,False,False,False,1,0,0,0,Acting
rick martinez,519,m,39.0,the martian,2015,f,True,False,False,False,1,0,0,0,Acting
teddy sanders,969,m,60.0,the martian,2015,f,True,False,False,False,1,0,0,0,Acting
timer controlle,127,m,40.0,the martian,2015,f,True,False,False,False,1,0,0,0,Acting
Vincent Kapoor,1168,m,38.0,the martian,2015,f,True,False,False,False,1,0,0,0,Acting
gloria swenson,2030,f,50.0,gloria,1980,f,False,True,False,False,0,1,0,0,Acting
heavy set man,132,m,39.0,gloria,1980,f,False,True,False,False,0,1,0,0,Acting
jack dawn,243,m,50.0,gloria,1980,f,False,True,False,False,0,1,0,0,Acting
jeri dawn,182,f,26.0,gloria,1980,f,False,True,False,False,0,1,0,0,Acting
phil dawn,1593,m,8.0,gloria,1980,f,False,True,False,False,0,1,0,0,Acting
tony tanzini,102,m,66.0,gloria,1980,f,False,True,False,False,0,1,0,0,Acting
alphonse paquet,640,m,36.0,anatomy of a murder,1959,m,True,False,False,False,3,0,0,0,Acting
army sergeant 1,127,m,34.0,anatomy of a murder,1959,m,True,False,False,False,3,0,0,0,Acting
asst. state att,2369,m,32.0,anatomy of a murder,1959,m,True,False,False,False,3,0,0,0,Acting
dist. atty. mit,1369,m,43.0,anatomy of a murder,1959,m,True,False,False,False,3,0,0,0,Acting
dr. raschid,131,m,60.0,anatomy of a murder,1959,m,True,False,False,False,3,0,0,0,Acting
dr. w. gregory ,184,m,71.0,anatomy of a murder,1959,m,True,False,False,False,3,0,0,0,Acting
duane 'duke' mi,153,m,39.0,anatomy of a murder,1959,m,True,False,False,False,3,0,0,0,Acting
george lemon,243,m,67.0,anatomy of a murder,1959,m,True,False,False,False,3,0,0,0,Acting
judge weaver,1702,m,69.0,anatomy of a murder,1959,m,True,False,False,False,3,0,0,0,Acting
laura manion,1989,f,24.0,anatomy of a murder,1959,m,True,False,False,False,3,0,0,0,Acting
maida rutledge,563,f,51.0,anatomy of a murder,1959,m,True,False,False,False,3,0,0,0,Acting
mary pilant,376,f,26.0,anatomy of a murder,1959,m,True,False,False,False,3,0,0,0,Acting
parnell emmett ,951,m,51.0,anatomy of a murder,1959,m,True,False,False,False,3,0,0,0,Acting
paul biegler,7296,m,51.0,anatomy of a murder,1959,m,True,False,False,False,3,0,0,0,Acting
captain poison,330,m,41.0,blood diamond,2006,f,True,False,False,False,2,0,0,0,Acting
Colonel Coetzee,338,m,44.0,blood diamond,2006,f,True,False,False,False,2,0,0,0,Acting
Danny Archer,1341,m,32.0,blood diamond,2006,f,True,False,False,False,2,0,0,0,Acting
maddy bowen,1102,f,36.0,blood diamond,2006,f,True,False,False,False,2,0,0,0,Acting
rupert simmons,203,m,37.0,blood diamond,2006,f,True,False,False,False,2,0,0,0,Acting
solomon vandy,1804,m,42.0,blood diamond,2006,f,True,False,False,False,2,0,0,0,Acting
alma,223,f,25.0,brokeback mountain,2005,m,True,True,False,False,2,1,0,0,Acting
cassie,188,f,30.0,brokeback mountain,2005,m,True,True,False,False,2,1,0,0,Acting
ennis del mar,1396,m,26.0,brokeback mountain,2005,m,True,True,False,False,2,1,0,0,Acting
jack twist,1449,m,25.0,brokeback mountain,2005,m,True,True,False,False,2,1,0,0,Acting
joe aguirre,166,m,55.0,brokeback mountain,2005,m,True,True,False,False,2,1,0,0,Acting
benjamin button,3142,m,45.0,the curious case of benjamin button,2008,f,True,True,False,False,1,1,0,0,Acting
Captain Mike,959,m,47.0,the curious case of benjamin button,2008,f,True,True,False,False,1,1,0,0,Acting
caroline,883,f,43.0,the curious case of benjamin button,2008,f,True,True,False,False,1,1,0,0,Acting
